"","Orders_Unique","Returns_Unique","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Y_Income","RFMSeg"
"1204",1,0,282,282,0,27,27,0,0,401.57,0,1.42400709219858,0,"United Kingdom","1",102,1222.64,"1"
"1207",2,0,1500,750,0,8,5,0,0,2517,0,1.678,0,"United Kingdom","0",11,4100.65,"1"
"1210",1,0,223,223,0,17,17,0,0,201.12,0,0.901883408071749,0,"United Kingdom","0",102,131.52,"1"
"1211",2,0,355,177.5,0,37,18.5,0,0,620.73,0,1.74853521126761,0,"United Kingdom","0",43,1698.15,"1"
"1212",1,0,186,186,0,16,16,0,0,341.7,0,1.83709677419355,0,"United Kingdom","0",102,347.16,"1"
"1214",7,1,1412,201.714285714286,-6,70,13.2857142857143,3,3,3720.16,-11.25,2.63467422096317,1.875,"United Kingdom","1",19,3781.26,"2"
"1215",2,0,128,64,0,6,3,0,0,280.12,0,2.1884375,0,"United Kingdom","0",0,333.89,"0"
"1216",2,0,700,350,0,2,1,0,0,246,0,0.351428571428571,0,"United Kingdom","0",28,85,"1"
"1217",2,0,164,82,0,29,17.5,0,0,321.52,0,1.96048780487805,0,"United Kingdom","1",16,1274.44,"1"
"1218",3,0,316,105.333333333333,0,83,32,0,0,506.3,0,1.60221518987342,0,"United Kingdom","0",20,1154.58,"1"
"1220",2,0,189,94.5,0,40,20.5,0,0,327.77,0,1.7342328042328,0,"United Kingdom","0",30,290.32,"1"
"1221",2,0,264,132,0,15,9.5,0,0,730.79,0,2.76814393939394,0,"United Kingdom","1",83,114.76,"1"
"1222",1,0,899,899,0,44,44,0,0,817.32,0,0.909143492769744,0,"United Kingdom","0",100,263.2,"1"
"1223",2,1,246,123,-2,63,34,2,2,291.07,-5.05,1.18321138211382,2.525,"United Kingdom","0",23,608.42,"1"
"1224",3,0,1904,634.666666666667,0,26,12.6666666666667,0,0,1777.2,0,0.933403361344538,0,"United Kingdom","0",26,1240.1,"1"
"1225",4,0,859,214.75,0,32,10,0,0,1120.38,0,1.30428405122235,0,"United Kingdom","0",18,2327.02,"1"
"1229",2,2,267,133.5,-3,25,13.5,2,1,516.03,-13.05,1.93269662921348,4.35,"United Kingdom","1",19,938.55,"1"
"1230",2,2,721,360.5,-28,71,36,3,1.5,1406.4,-22.15,1.95062413314841,0.791071428571429,"United Kingdom","1",35,1751.73,"2"
"1231",1,1,914,914,-14,63,63,4,4,834.22,-13.5,0.912713347921225,0.964285714285714,"United Kingdom","0",96,492.94,"2"
"1232",2,1,228,114,-3,10,6.5,1,1,404.64,-5.85,1.77473684210526,1.95,"United Kingdom","0",71,590.12,"2"
"1235",1,0,100,100,0,1,1,0,0,165,0,1.65,0,"United Kingdom","0",98,105.6,"1"
"1236",2,1,200,100,-4,44,23,2,2,327.2,-23.8,1.636,5.95,"United Kingdom","0",81,322.69,"2"
"1238",2,0,422,211,0,24,15,0,0,993.52,0,2.35431279620853,0,"United Kingdom","0",23,494.26,"1"
"1239",1,0,112,112,0,10,11,0,0,324.05,0,2.89330357142857,0,"United Kingdom","0",98,1845.81,"1"
"1240",1,0,164,164,0,16,16,0,0,426.6,0,2.60121951219512,0,"United Kingdom","0",98,1571.89,"1"
"1242",1,1,111,111,-5,16,16,3,3,292.63,-10.25,2.63630630630631,2.05,"United Kingdom","1",90,366.03,"2"
"1244",1,0,241,241,0,78,78,0,0,450.78,0,1.87045643153527,0,"United Kingdom","1",98,235.85,"1"
"1247",1,0,111,111,0,17,17,0,0,312.55,0,2.81576576576577,0,"United Kingdom","0",97,340.8,"1"
"1249",1,1,216,216,-12,19,19,8,8,341.2,-76.3,1.57962962962963,6.35833333333333,"United Kingdom","0",89,754.49,"1"
"1250",1,0,76,76,0,8,8,0,0,185,0,2.43421052631579,0,"United Kingdom","0",97,171.98,"1"
"1253",1,0,42,42,0,7,7,0,0,123.3,0,2.93571428571429,0,"United Kingdom","1",97,378.26,"1"
"1256",1,0,243,243,0,40,40,0,0,497.59,0,2.04769547325103,0,"United Kingdom","1",97,166.67,"1"
"1257",2,1,185,92.5,-1,20,10,1,1,319.37,-9.95,1.72632432432432,9.95,"United Kingdom","0",90,1112.17,"2"
"1258",1,0,276,276,0,18,18,0,0,376.74,0,1.365,0,"United Kingdom","0",97,1299.32,"1"
"1262",2,1,169,84.5,-6,10,5.5,6,6,317.35,-17.1,1.87781065088757,2.85,"United Kingdom","1",14,138.24,"1"
"1265",2,0,65,32.5,0,15,8,0,0,287.65,0,4.42538461538462,0,"United Kingdom","1",69,111.05,"1"
"1266",2,1,293,146.5,-5,37,19,3,3,617.95,-23.75,2.10904436860068,4.75,"United Kingdom","1",40,227.86,"1"
"1267",2,1,293,146.5,-1,5,2.5,1,1,604.05,-12.75,2.06160409556314,12.75,"United Kingdom","0",11,1,"1"
"1268",1,0,66,66,0,8,8,0,0,129.2,0,1.95757575757576,0,"United Kingdom","0",96,561.39,"1"
"1270",1,0,348,348,0,9,9,0,0,180.68,0,0.519195402298851,0,"United Kingdom","0",96,208.59,"1"
"1271",1,0,150,150,0,17,17,0,0,246.32,0,1.64213333333333,0,"United Kingdom","0",96,2405.14,"1"
"1272",2,0,931,465.5,0,61,36,0,0,1729.55,0,1.85773361976369,0,"Others","0",4,411.08,"0"
"1273",1,0,384,384,0,34,34,0,0,544.03,0,1.41674479166667,0,"United Kingdom","1",95,2207.22,"1"
"1280",2,0,462,231,0,40,20,0,0,636.5,0,1.37770562770563,0,"United Kingdom","0",21,1138.12,"1"
"1281",2,0,37,18.5,0,8,4,0,0,64.05,0,1.73108108108108,0,"United Kingdom","0",95,20.6,"1"
"1282",1,0,234,234,0,12,12,0,0,302.86,0,1.2942735042735,0,"United Kingdom","0",95,333.65,"1"
"1283",1,0,28,28,0,4,4,0,0,74.6,0,2.66428571428571,0,"United Kingdom","0",95,120.95,"1"
"1285",1,0,171,171,0,23,23,0,0,401.37,0,2.34719298245614,0,"United Kingdom","1",95,390.74,"1"
"1286",1,0,40,40,0,2,2,0,0,182.8,0,4.57,0,"United Kingdom","0",93,285.6,"1"
"1289",3,0,307,102.333333333333,0,77,29.3333333333333,0,0,452.01,0,1.47234527687296,0,"United Kingdom","1",25,312.87,"1"
"1290",2,1,451,225.5,-3,43,22.5,2,2,730.92,-14.4,1.62066518847007,4.8,"United Kingdom","0",53,1279.16,"2"
"1291",1,1,186,186,-11,36,37,1,1,269.18,-32.45,1.44720430107527,2.95,"United Kingdom","0",93,155.71,"2"
"1292",3,1,303,101,-6,32,11.6666666666667,1,1,541.45,-7.5,1.78696369636964,1.25,"United Kingdom","1",56,407.67,"2"
"1294",1,1,188,188,-18,7,7,1,1,240.6,-53.1,1.27978723404255,2.95,"United Kingdom","0",86,979.66,"1"
"1295",1,1,346,346,-39,15,15,2,2,549.26,-57.51,1.58745664739884,1.47461538461538,"Others","0",60,215.97,"1"
"1297",1,0,270,270,0,19,19,0,0,441.92,0,1.63674074074074,0,"Others","0",92,505.48,"1"
"1300",7,3,1279,182.714285714286,-5,104,19.1428571428571,5,1.66666666666667,2399.52,-8.4,1.87609069585614,1.68,"United Kingdom","1",4,924.59,"1"
"1301",2,0,132,66,0,8,4,0,0,122.58,0,0.928636363636364,0,"United Kingdom","0",22,184.14,"1"
"1302",1,0,77,77,0,20,20,0,0,200.4,0,2.6025974025974,0,"United Kingdom","0",92,366.78,"1"
"1303",3,0,766,255.333333333333,0,23,9.33333333333333,0,0,650.02,0,0.848590078328982,0,"United Kingdom","0",62,329.7,"1"
"1304",5,1,1050,210,-7,76,16.8,5,5,2162.8,-26.6,2.05980952380952,3.8,"United Kingdom","1",25,2194.47,"2"
"1305",7,0,1545,220.714285714286,0,89,16,0,0,2564.64,0,1.65996116504854,0,"United Kingdom","1",11,4276.6,"1"
"1306",1,0,133,133,0,14,14,0,0,249.57,0,1.87646616541353,0,"United Kingdom","1",92,329.37,"1"
"1308",2,0,100,50,0,19,9.5,0,0,306.86,0,3.0686,0,"United Kingdom","1",28,441.64,"1"
"1310",1,0,155,155,0,14,14,0,0,463.41,0,2.98974193548387,0,"United Kingdom","0",92,199.53,"1"
"1311",3,0,735,245,0,85,29.6666666666667,0,0,1448.21,0,1.9703537414966,0,"United Kingdom","1",5,1,"1"
"1312",1,0,4,4,0,1,1,0,0,34,0,8.5,0,"United Kingdom","0",91,68,"1"
"1314",2,0,47,23.5,0,26,13,0,0,166.79,0,3.54872340425532,0,"United Kingdom","0",56,454.89,"1"
"1315",1,1,555,555,-4,61,61,2,2,897.8,-20.4,1.61765765765766,5.1,"United Kingdom","1",21,2446.69,"1"
"1317",1,1,65,65,-1,7,8,1,1,110.75,-1.25,1.70384615384615,1.25,"United Kingdom","0",91,496.78,"1"
"1318",2,1,407,203.5,-15,43,22,3,3,906.38,-37.25,2.22697788697789,2.48333333333333,"Others","0",13,189.54,"1"
"1319",1,1,151,151,-3,30,30,2,2,498.15,-9.15,3.29900662251656,3.05,"United Kingdom","0",89,192.19,"2"
"1320",1,0,40,40,0,29,29,0,0,133.11,0,3.32775,0,"United Kingdom","1",91,157.94,"1"
"1321",3,1,65,21.6666666666667,-3,10,3.33333333333333,1,1,196.25,-6.3,3.01923076923077,2.1,"United Kingdom","1",85,591.35,"2"
"1322",2,0,307,153.5,0,16,8,0,0,670.17,0,2.18296416938111,0,"United Kingdom","0",13,692.1,"1"
"1323",2,0,1308,654,0,96,53.5,0,0,2274.43,0,1.73886085626911,0,"United Kingdom","1",47,1699.94,"1"
"1324",5,1,801,160.2,-2,52,13.8,2,2,1266.65,-2.5,1.58133583021223,1.25,"United Kingdom","0",5,1749.68,"1"
"1325",1,0,958,958,0,46,46,0,0,1463.47,0,1.52763048016701,0,"United Kingdom","1",90,905.69,"1"
"1326",1,0,459,459,0,39,39,0,0,828.84,0,1.80575163398693,0,"Others","1",90,1060,"1"
"1328",1,0,174,174,0,20,20,0,0,388.3,0,2.2316091954023,0,"United Kingdom","1",90,1491.92,"1"
"1331",2,0,635,317.5,0,66,33.5,0,0,993.54,0,1.56462992125984,0,"United Kingdom","0",4,1,"1"
"1332",1,0,176,176,0,23,23,0,0,337.1,0,1.91534090909091,0,"United Kingdom","1",90,310.3,"1"
"1333",1,0,67,67,0,24,24,0,0,150.83,0,2.25119402985075,0,"United Kingdom","1",90,502.36,"1"
"1334",1,0,82,82,0,8,8,0,0,306.7,0,3.74024390243902,0,"United Kingdom","1",90,418.06,"1"
"1335",1,0,292,292,0,41,41,0,0,779.92,0,2.67095890410959,0,"United Kingdom","1",90,1083.43,"1"
"1337",1,0,378,378,0,29,29,0,0,436.68,0,1.1552380952381,0,"United Kingdom","0",89,848.54,"1"
"1338",1,0,97,97,0,9,9,0,0,137.1,0,1.41340206185567,0,"United Kingdom","0",89,1,"1"
"1340",3,2,577,192.333333333333,-16,6,3,2,1,1142.63,-24.24,1.98029462738302,1.515,"United Kingdom","0",41,275.4,"2"
"1341",1,0,257,257,0,19,20,0,0,222.65,0,0.866342412451362,0,"United Kingdom","0",89,471.3,"1"
"1342",3,1,2023,674.333333333333,-12,119,42.3333333333333,1,1,3448.01,-45,1.70440434997528,3.75,"United Kingdom","1",5,3435.33,"1"
"1344",1,1,164,164,-2,29,29,2,2,727.6,-20.7,4.43658536585366,10.35,"United Kingdom","1",82,385.87,"2"
"1346",3,3,389,129.666666666667,-9,29,11.3333333333333,6,2,1328.03,-35.05,3.4139588688946,3.89444444444444,"United Kingdom","1",21,2072.45,"2"
"1347",1,0,211,211,0,20,20,0,0,378.21,0,1.7924644549763,0,"United Kingdom","0",88,852.72,"1"
"1350",2,0,313,156.5,0,34,19.5,0,0,601.03,0,1.92022364217252,0,"United Kingdom","0",4,562.2,"1"
"1351",1,0,224,224,0,16,16,0,0,240.68,0,1.07446428571429,0,"United Kingdom","0",88,343.38,"1"
"1353",1,0,51,51,0,37,37,0,0,119.31,0,2.33941176470588,0,"United Kingdom","1",88,112.67,"1"
"1354",1,0,16,16,0,3,3,0,0,50.8,0,3.175,0,"United Kingdom","0",88,75.45,"1"
"1355",1,0,256,256,0,17,17,0,0,345.68,0,1.3503125,0,"United Kingdom","0",88,600.68,"1"
"1356",1,0,36,36,0,3,3,0,0,45,0,1.25,0,"United Kingdom","0",88,278.69,"1"
"1357",1,1,84,84,-2,18,18,1,1,463.63,-9.9,5.51940476190476,4.95,"Others","0",78,1440.22,"2"
"1358",1,0,190,190,0,5,5,0,0,346.1,0,1.82157894736842,0,"United Kingdom","0",86,320.6,"1"
"1360",1,0,70,70,0,41,42,0,0,122.87,0,1.75528571428571,0,"United Kingdom","1",86,685.57,"1"
"1362",3,0,263,87.6666666666667,0,81,32,0,0,542.71,0,2.063536121673,0,"United Kingdom","1",51,130.55,"1"
"1363",3,0,420,140,0,74,30.3333333333333,0,0,873.54,0,2.07985714285714,0,"United Kingdom","0",56,1659.88,"1"
"1364",2,0,1850,925,0,146,84,0,0,4117.36,0,2.2256,0,"United Kingdom","1",16,6245.12,"1"
"1365",1,0,76,76,0,8,8,0,0,142.28,0,1.87210526315789,0,"United Kingdom","0",85,116.55,"1"
"1366",1,0,66,66,0,8,8,0,0,159.3,0,2.41363636363636,0,"United Kingdom","0",85,550.08,"1"
"1369",2,0,200,100,0,61,31.5,0,0,416.61,0,2.08305,0,"United Kingdom","0",85,679.71,"1"
"1370",1,2,313,313,-3,37,37,2,1.5,638.65,-4.15,2.04041533546326,1.38333333333333,"United Kingdom","1",81,365.73,"2"
"1371",2,0,81,40.5,0,24,13,0,0,230.78,0,2.84913580246914,0,"United Kingdom","0",48,238.22,"1"
"1372",1,0,109,109,0,10,10,0,0,134.9,0,1.23761467889908,0,"United Kingdom","0",85,1639.13,"1"
"1373",2,1,174,87,-1,41,22,1,1,392.9,-4.95,2.25804597701149,4.95,"United Kingdom","0",22,3186.96,"1"
"1374",2,0,26,13,0,12,6.5,0,0,269.7,0,10.3730769230769,0,"United Kingdom","0",85,117.98,"1"
"1375",1,0,623,623,0,59,59,0,0,1120.93,0,1.7992455858748,0,"United Kingdom","0",84,2124.54,"1"
"1377",2,0,914,457,0,72,38.5,0,0,1177.14,0,1.28789934354486,0,"United Kingdom","0",7,728.31,"1"
"1378",1,0,1605,1605,0,51,51,0,0,3678.03,0,2.29160747663551,0,"United Kingdom","1",84,7058.45,"1"
"1380",2,1,558,279,-8,49,26,4,4,831.11,-22.5,1.48944444444444,2.8125,"United Kingdom","0",19,1538.44,"1"
"1381",1,0,1109,1109,0,56,56,0,0,1570.19,0,1.4158611361587,0,"Others","0",84,1221.4,"1"
"1383",3,0,312,104,0,80,32.6666666666667,0,0,529.3,0,1.69647435897436,0,"United Kingdom","1",40,1368.27,"1"
"1384",6,2,1343,223.833333333333,-25,134,31.6666666666667,7,3.5,2821.16,-83.75,2.10064035740879,3.35,"United Kingdom","1",20,6396.71,"2"
"1386",4,0,545,136.25,0,119,45,0,0,1198.22,0,2.19856880733945,0,"United Kingdom","0",20,2413.09,"1"
"1387",1,0,157,157,0,11,11,0,0,328.37,0,2.09152866242038,0,"United Kingdom","0",84,1535.39,"1"
"1388",2,0,166,83,0,32,16.5,0,0,246.51,0,1.485,0,"United Kingdom","0",84,401.75,"1"
"1392",3,0,616,205.333333333333,0,65,24.3333333333333,0,0,1581.8,0,2.56785714285714,0,"United Kingdom","1",22,4008.03,"1"
"1393",1,0,6,6,0,1,1,0,0,17.7,0,2.95,0,"United Kingdom","0",83,402.6,"1"
"1394",1,0,90,90,0,8,8,0,0,118.5,0,1.31666666666667,0,"United Kingdom","0",83,354.52,"1"
"1395",1,0,78,78,0,9,9,0,0,240.1,0,3.07820512820513,0,"United Kingdom","0",83,356.99,"1"
"1396",1,0,165,165,0,12,12,0,0,588.67,0,3.56769696969697,0,"United Kingdom","0",83,393.4,"1"
"1397",3,2,672,224,-24,66,23.6666666666667,8,4,1152.5,-83,1.71502976190476,3.45833333333333,"United Kingdom","0",11,1704.67,"1"
"1398",2,0,348,174,0,5,3,0,0,243.72,0,0.700344827586207,0,"United Kingdom","0",28,692.43,"1"
"1399",1,0,347,347,0,29,31,0,0,200.85,0,0.578818443804035,0,"United Kingdom","0",83,354,"1"
"1401",1,0,202,202,0,21,21,0,0,342.58,0,1.69594059405941,0,"United Kingdom","1",83,657.12,"1"
"1404",3,1,688,229.333333333333,-2,51,21.3333333333333,1,1,1242.5,-15.9,1.80595930232558,7.95,"United Kingdom","0",33,1920.71,"2"
"1405",1,0,78,78,0,11,11,0,0,232.6,0,2.98205128205128,0,"United Kingdom","0",82,1051.46,"1"
"1406",1,0,122,122,0,15,15,0,0,298.5,0,2.44672131147541,0,"United Kingdom","1",82,90.02,"1"
"1408",3,0,683,227.666666666667,0,45,17,0,0,1191.33,0,1.74426061493411,0,"United Kingdom","0",35,1538.76,"1"
"1409",3,1,1295,431.666666666667,-432,21,10.6666666666667,1,1,842.16,-155.52,0.650316602316602,0.36,"United Kingdom","1",19,482.28,"1"
"1410",1,0,701,701,0,62,62,0,0,1104.13,0,1.57507845934379,0,"Others","1",82,1258.83,"1"
"1411",1,1,66,66,-24,5,5,1,1,130.26,-40.56,1.97363636363636,1.69,"United Kingdom","0",71,86.9,"1"
"1412",1,0,66,66,0,5,5,0,0,93.18,0,1.41181818181818,0,"United Kingdom","0",82,152.76,"1"
"1413",2,0,83,41.5,0,24,13,0,0,199.61,0,2.40493975903614,0,"United Kingdom","0",33,299.81,"1"
"1414",1,0,116,116,0,19,19,0,0,166.5,0,1.43534482758621,0,"United Kingdom","1",82,121.92,"1"
"1415",1,0,192,192,0,20,20,0,0,310,0,1.61458333333333,0,"United Kingdom","1",81,234.3,"1"
"1416",2,0,882,441,0,39,20.5,0,0,1124.88,0,1.27537414965986,0,"United Kingdom","0",53,967.78,"1"
"1417",3,1,945,315,-9,94,34,3,3,1697.56,-51.75,1.79635978835979,5.75,"Others","1",12,936.7,"1"
"1418",2,0,280,140,0,9,7,0,0,549.68,0,1.96314285714286,0,"United Kingdom","1",23,62.4,"1"
"1419",3,0,809,269.666666666667,0,65,22.6666666666667,0,0,1172.84,0,1.44974042027194,0,"United Kingdom","0",9,1534.49,"1"
"1420",3,2,1434,478,-4,37,15.3333333333333,1,1,3054.62,-47.4,2.13013947001395,11.85,"United Kingdom","1",20,3647.04,"2"
"1421",3,1,478,159.333333333333,-186,70,23.6666666666667,45,45,1453.38,-751.9,3.04054393305439,4.04247311827957,"United Kingdom","0",0,140.85,"1"
"1422",2,0,602,301,0,49,28.5,0,0,943.22,0,1.56681063122924,0,"United Kingdom","0",20,1523.18,"1"
"1423",2,0,410,205,0,35,19,0,0,845.32,0,2.06175609756098,0,"United Kingdom","1",42,233.64,"1"
"1425",1,0,47,47,0,23,23,0,0,183.25,0,3.89893617021277,0,"United Kingdom","0",79,274.79,"1"
"1426",1,0,50,50,0,21,21,0,0,153.41,0,3.0682,0,"United Kingdom","0",79,324.45,"1"
"1428",1,0,66,66,0,21,22,0,0,142,0,2.15151515151515,0,"United Kingdom","0",79,192.23,"1"
"1430",2,0,479,239.5,0,37,18.5,0,0,651.83,0,1.36081419624217,0,"United Kingdom","0",23,469.76,"1"
"1433",11,3,8101,736.454545454545,-1296,21,4.36363636363636,2,1,7785.56,-219.36,0.961061597333663,0.169259259259259,"United Kingdom","0",5,8726.9,"2"
"1435",1,0,72,72,0,55,57,0,0,154.92,0,2.15166666666667,0,"United Kingdom","0",78,423.79,"1"
"1437",2,1,265,132.5,-6,18,10.5,2,2,463.79,-9.2,1.75015094339623,1.53333333333333,"United Kingdom","0",25,692.37,"1"
"1438",1,0,250,250,0,23,23,0,0,422.54,0,1.69016,0,"United Kingdom","0",77,430.85,"1"
"1440",2,0,560,280,0,51,26.5,0,0,778.45,0,1.39008928571429,0,"United Kingdom","0",19,629.28,"1"
"1441",2,0,320,160,0,30,17.5,0,0,749.67,0,2.34271875,0,"United Kingdom","1",60,313.08,"1"
"1442",1,0,331,331,0,33,33,0,0,501.25,0,1.51435045317221,0,"United Kingdom","0",77,4779.58,"1"
"1443",2,2,1075,537.5,-7,40,20.5,6,3,1692,-30.55,1.57395348837209,4.36428571428571,"United Kingdom","1",7,522.79,"1"
"1444",1,1,166,166,-7,22,22,6,6,352.6,-36.2,2.12409638554217,5.17142857142857,"United Kingdom","0",71,585.82,"1"
"1445",1,0,117,117,0,16,16,0,0,300.19,0,2.5657264957265,0,"United Kingdom","0",76,309.66,"1"
"1446",1,0,285,285,0,22,22,0,0,422.43,0,1.48221052631579,0,"United Kingdom","0",76,891.12,"1"
"1447",1,0,192,192,0,3,3,0,0,306.64,0,1.59708333333333,0,"United Kingdom","1",76,642.32,"1"
"1450",1,0,298,298,0,48,53,0,0,309.46,0,1.03845637583893,0,"United Kingdom","1",76,334.3,"1"
"1452",1,0,156,156,0,3,3,0,0,152.76,0,0.979230769230769,0,"United Kingdom","0",76,365.52,"1"
"1456",2,0,263,131.5,0,9,4.5,0,0,485.97,0,1.84779467680608,0,"United Kingdom","0",9,75.6,"1"
"1457",2,0,821,410.5,0,79,39.5,0,0,1451.62,0,1.76811205846529,0,"United Kingdom","1",57,4054.17,"1"
"1458",2,1,284,142,-4,33,18,2,2,745.52,-27,2.62507042253521,6.75,"United Kingdom","1",13,1090.82,"1"
"1459",2,0,105,52.5,0,42,21,0,0,144.94,0,1.38038095238095,0,"United Kingdom","0",75,124.15,"1"
"1463",0,1,0,0,-102,0,0,1,1,0,-555.9,0,5.45,"United Kingdom","0",75,1,"1"
"1464",1,0,62,62,0,5,5,0,0,142.4,0,2.29677419354839,0,"United Kingdom","0",75,2478.98,"1"
"1465",4,0,188,47,0,3,1,0,0,1330,0,7.07446808510638,0,"United Kingdom","1",9,1691.77,"1"
"1466",1,0,175,175,0,21,21,0,0,401.31,0,2.2932,0,"United Kingdom","0",75,3862.33,"1"
"1469",2,1,790,395,-2,53,30.5,1,1,1701.52,-13.5,2.15382278481013,6.75,"United Kingdom","1",28,3981.63,"2"
"1474",1,1,359,359,-1,47,47,1,1,795.75,-2.1,2.21657381615599,2.1,"United Kingdom","0",71,3586,"2"
"1475",1,1,41,41,-4,5,5,2,2,111.95,-44.2,2.73048780487805,11.05,"United Kingdom","0",48,171.2,"1"
"1476",1,0,256,256,0,27,27,0,0,530.4,0,2.071875,0,"United Kingdom","0",74,1926.58,"1"
"1477",1,0,137,137,0,43,43,0,0,278.07,0,2.02970802919708,0,"United Kingdom","1",74,542.16,"1"
"1479",2,0,397,198.5,0,7,4.5,0,0,1041.67,0,2.62385390428212,0,"United Kingdom","1",54,3850.57,"1"
"1481",1,0,162,162,0,12,12,0,0,174.6,0,1.07777777777778,0,"United Kingdom","0",74,1560.58,"1"
"1482",1,0,76,76,0,14,14,0,0,197.72,0,2.60157894736842,0,"United Kingdom","0",74,431.59,"1"
"1483",3,0,388,129.333333333333,0,46,17.6666666666667,0,0,886.26,0,2.28417525773196,0,"United Kingdom","0",22,1167.44,"1"
"1484",2,1,295,147.5,-95,22,14.5,9,9,356.81,-131.41,1.20952542372881,1.38326315789474,"United Kingdom","0",49,1080.76,"1"
"1485",1,0,76,76,0,19,19,0,0,318.7,0,4.19342105263158,0,"United Kingdom","1",72,94.5,"1"
"1488",1,1,568,568,-1,47,47,1,1,693.18,-1.65,1.22038732394366,1.65,"United Kingdom","0",65,1352.4,"1"
"1490",2,0,210,105,0,82,47,0,0,326.93,0,1.55680952380952,0,"United Kingdom","0",44,721.35,"1"
"1491",2,0,314,157,0,28,16.5,0,0,640.8,0,2.04076433121019,0,"United Kingdom","0",22,6383.73,"1"
"1492",3,0,71,23.6666666666667,0,12,4.33333333333333,0,0,205.51,0,2.89450704225352,0,"United Kingdom","1",13,42.45,"1"
"1493",3,0,901,300.333333333333,0,37,13,0,0,1127.45,0,1.25133185349612,0,"United Kingdom","0",6,1222.55,"1"
"1495",2,0,378,189,0,9,8,0,0,705.64,0,1.86677248677249,0,"United Kingdom","0",46,1893.39,"1"
"1496",1,0,134,134,0,36,41,0,0,237,0,1.76865671641791,0,"United Kingdom","1",72,291.48,"1"
"1497",1,1,130,130,-2,18,18,1,1,304.9,-15.9,2.34538461538462,7.95,"United Kingdom","1",68,686.23,"1"
"1498",1,0,64,64,0,11,11,0,0,198.8,0,3.10625,0,"United Kingdom","1",71,478.89,"1"
"1499",1,0,200,200,0,24,24,0,0,409.1,0,2.0455,0,"United Kingdom","0",71,175.4,"1"
"1502",1,0,127,127,0,11,11,0,0,188.73,0,1.48606299212598,0,"United Kingdom","0",71,570.19,"1"
"1503",2,0,429,214.5,0,41,21,0,0,732.45,0,1.70734265734266,0,"United Kingdom","1",0,8.5,"1"
"1504",1,1,100,100,-2,5,5,1,1,362,-3.9,3.62,1.95,"United Kingdom","0",68,1090.62,"1"
"1505",2,0,377,188.5,0,24,12.5,0,0,489.87,0,1.2993899204244,0,"United Kingdom","1",7,488.06,"1"
"1507",2,1,276,138,-1,55,32.5,1,1,343.08,-1.95,1.24304347826087,1.95,"United Kingdom","0",16,571.61,"1"
"1508",5,1,604,120.8,-12,115,33.2,2,2,1436.15,-30.6,2.37773178807947,2.55,"United Kingdom","0",9,1403.47,"1"
"1509",1,0,124,124,0,4,4,0,0,314.6,0,2.53709677419355,0,"United Kingdom","0",70,302.45,"1"
"1510",1,0,51,51,0,26,26,0,0,154.2,0,3.02352941176471,0,"United Kingdom","0",70,312.53,"1"
"1511",1,0,320,320,0,34,34,0,0,512.13,0,1.60040625,0,"United Kingdom","0",70,1285.65,"1"
"1513",2,0,858,429,0,33,21,0,0,768.95,0,0.896212121212121,0,"Others","0",21,339.7,"1"
"1514",1,0,87,87,0,12,12,0,0,216.95,0,2.49367816091954,0,"United Kingdom","0",69,475.24,"1"
"1516",1,1,248,248,-1,23,23,1,1,345.92,-1.65,1.39483870967742,1.65,"United Kingdom","0",50,626.95,"1"
"1517",1,0,110,110,0,42,42,0,0,270.15,0,2.45590909090909,0,"United Kingdom","0",69,115.49,"1"
"1518",1,0,115,115,0,9,9,0,0,133.49,0,1.16078260869565,0,"United Kingdom","1",69,859.19,"1"
"1519",1,0,137,137,0,10,10,0,0,178.5,0,1.3029197080292,0,"Others","0",69,75.68,"1"
"1521",1,0,277,277,0,64,64,0,0,776.23,0,2.80227436823105,0,"United Kingdom","0",69,1326.83,"1"
"1522",1,0,376,376,0,18,18,0,0,259.84,0,0.691063829787234,0,"United Kingdom","0",69,213.3,"1"
"1525",1,0,300,300,0,3,3,0,0,495,0,1.65,0,"United Kingdom","0",69,10486.1,"1"
"1527",3,0,279,93,0,85,37.3333333333333,0,0,423.19,0,1.51681003584229,0,"United Kingdom","0",64,380.35,"1"
"1530",1,0,350,350,0,6,6,0,0,147,0,0.42,0,"United Kingdom","0",69,951.43,"1"
"1531",1,0,164,164,0,16,16,0,0,358.9,0,2.18841463414634,0,"United Kingdom","0",68,764.96,"1"
"1532",1,0,238,238,0,16,16,0,0,227.32,0,0.955126050420168,0,"United Kingdom","0",68,418.98,"1"
"1533",1,0,212,212,0,12,12,0,0,333,0,1.57075471698113,0,"United Kingdom","0",68,553.63,"1"
"1534",1,0,48,48,0,5,5,0,0,95.76,0,1.995,0,"United Kingdom","0",68,83.2,"1"
"1535",2,2,280,140,-13,15,15,2,1,836.36,-27.35,2.987,2.10384615384615,"United Kingdom","1",48,470.08,"2"
"1536",1,1,228,228,-4,73,76,3,3,357.53,-7.9,1.56811403508772,1.975,"United Kingdom","0",68,372.27,"1"
"1538",1,1,348,348,-49,26,28,1,1,264.24,-32.34,0.759310344827586,0.66,"United Kingdom","0",68,1400.41,"1"
